,id,length,avg_inter
764,764,16,0.1632121772602239
765,765,14,0.18061792738939345
766,766,16,0.16171696703514776
767,767,8,0.08965057132313113
768,768,20,0.1205706158225257
769,769,16,0.15694223858800668
770,770,21,0.12437637364395888
771,771,9,0.31294841569238974
772,772,12,0.2185614464030769
773,773,17,0.14466060297090846
774,774,12,0.21835672826296876
775,775,14,0.18309739135560651
776,776,14,0.18267625039859947
777,777,20,0.12467532416018806
778,778,21,0.11471521920725938
779,779,21,0.11852367490238357
780,780,10,0.23977441564157054
781,781,20,0.12487703831331255
782,782,15,0.17307221610272036
783,783,17,0.147560545064744
784,784,15,0.16639507443773438
785,785,20,0.11608704474680723
786,786,17,0.1412859071338981
787,787,13,0.2044054220137272
788,788,14,0.1800129513690798
789,789,16,0.16350682236925373
790,790,5,0.722750186029469
791,791,15,0.16442023308859063
792,792,19,0.12750008164275095
793,793,12,0.22516409883210783
794,794,20,0.12076065382304448
795,795,12,0.23836645553025307
796,796,16,0.16464859371524485
797,797,17,0.1496998701316629
798,798,16,0.16268523697306642
799,799,20,0.11854121641418021
800,800,18,0.14090059445734024
801,801,13,0.19619933706818504
802,802,21,0.11485763350658415
803,803,17,0.14817671507123553
804,804,15,0.1952194006138002
805,805,14,0.1782425349044814
806,806,13,0.19139533580956522
807,807,6,0.10326786434380081
808,808,19,0.13056025061895804
809,809,11,0.24191034363070493
810,810,20,0.12351958524607928
811,811,21,0.12362001879671261
812,812,17,0.14763541571494238
813,813,13,0.20561748981521577
814,814,12,0.21589132040426331
815,815,10,0.25497232577936835
816,816,14,0.1835672386954982
817,817,13,0.19952519235377372
818,818,11,0.24892203848577546
819,819,6,1.1986822489334745
820,820,13,0.19495583799147595
821,821,18,0.13869773578340452
822,822,17,0.15889499076304447
823,823,6,1.053782039536229
824,824,11,0.2489203727671548
825,825,20,0.29196676012266587
826,826,6,0.12360694120874696
827,827,15,0.1683091030506958
828,828,15,0.1680774958755931
829,829,12,0.22291689934885173
830,830,16,0.15624317301288052
831,831,19,0.1355171906336651
832,832,16,0.16266542960812383
833,833,20,0.12500913825602936
834,834,13,0.19735842803510562
835,835,19,0.13509395654475082
836,836,3,0.011731312762052302
837,837,16,0.15968262466280758
838,838,15,0.17106603261103537
839,839,13,0.1999345600009791
840,840,15,0.16810850274807498
841,841,19,0.14325903764822998
842,842,18,0.14215360851064482
843,843,7,0.7663629954685508
844,844,15,0.17301123821116798
845,845,16,0.15316101057406475
846,846,13,0.19319772579980252
847,847,18,0.13383645374345032
848,848,21,0.11328385488660209
849,849,13,0.2056028704010325
850,850,14,0.17540359928606794
851,851,16,0.16003539803998929
852,852,18,0.13846263409954307
853,853,19,0.1253826970810096
854,854,17,0.14271198013187783
855,855,11,0.44925646928054214
856,856,9,0.5526588306113588
857,857,19,0.13018166418927857
858,858,21,0.11856286161848904
859,859,9,0.10881618120303305
860,860,12,0.22142077984416342
861,861,16,0.1592274741105947
862,862,16,0.15799821564665992
863,863,16,0.1571380492465419
864,864,12,0.21642675300718853
865,865,19,0.12930863354095445
866,866,21,0.11819054406447077
867,867,16,0.15462625876742705
868,868,6,0.12003507452931927
869,869,15,0.17041364020293162
870,870,16,0.15891532864048302
871,871,13,0.19494730136945682
872,872,19,0.13202839386254375
873,873,17,0.13645534962114106
874,874,14,0.17792769802889305
875,875,21,0.11864031948353809
876,876,16,0.15318932628007706
877,877,15,0.17023503873967524
878,878,20,0.12420564528411797
879,879,13,0.19718205759856744
880,880,18,0.11166490850673774
881,881,10,0.2075781192277165
882,882,9,0.2086205620600266
883,883,17,0.16917453356480125
884,884,17,0.12075244332339453
885,885,14,0.20658915340139195
886,886,21,0.15012744346828663
887,887,12,0.24193964605374113
888,888,13,0.21924622137920036
889,889,10,0.17877994806914455
890,890,17,0.13598004284875725
891,891,21,0.08288070924849142
892,892,13,0.22941279588417063
893,893,16,0.18118821654087205
894,894,20,0.11469639251538832
895,895,10,0.1877105314232504
896,896,11,0.2123018193541465
897,897,12,0.21495267107576588
898,898,11,0.23348644490735554
899,899,9,0.24570193113665678
900,900,10,0.2544262456506071
901,901,11,0.22824511403455375
902,902,10,0.2433195390726977
903,903,12,0.20135154140153574
904,904,7,0.09169007210383821
905,905,13,0.19085110436146832
906,906,10,0.25449096903638746
907,907,3,0.28893414777434817
908,908,10,0.2602663672961536
909,909,12,0.20477973886298168
910,910,11,0.2345158923922718
911,911,12,0.20418139229340265
912,912,9,0.2972970169752035
913,913,11,0.22891123601653846
914,914,11,0.23672597394084358
915,915,11,0.2281678266695874
916,916,14,0.17850739348024813
917,917,12,0.21278048567630953
918,918,10,0.24355801424905654
919,919,10,0.24372008559998798
920,920,8,0.2936018059013616
921,921,19,0.12578085000861378
922,922,15,0.16431382153389415
923,923,5,0.14009087642148746
924,924,11,0.23057094467791728
925,925,9,0.30107166517713085
926,926,11,0.22711744442183368
927,927,13,0.19114867183014173
928,928,10,0.24572310745826842
929,929,11,0.23489390163805746
